Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season
Phillip Ejimadu,LAFC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Gabriel Slonina,CHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Jimmy Hague,CIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Stefan Cleveland,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Mason Stajduhar,ORL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Andrew Tarbell,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Andre Rawls,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Trey Muse,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
James Pantemis,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Luis Barraza,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Evan Louro,NY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Dayne St. Clair,MIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Justin Vom Steeg,LA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Kyle Zobeck,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Alec Kann,ATL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Kendall McIntosh,RBNY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Matt Bersano,SJ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Brendan Moore,ATL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Jeff Caldwell,NE,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Adam Grinwis,ORL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Thomas Hasal,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
David Ochoa,RSL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Mark Simpson,,GK,6,6,543,28,21,7,1.17,0/0,5,0,0,1,83.3,75.0,1996,post
Jorge Campos,,GK,6,6,544,35,25,6,1.0,0/0,2,2,0,1,33.3,71.4,1996,post
Garth Lagerwey,,GK,5,5,450,31,18,9,1.8,0/0,2,3,0,0,40.0,58.1,1996,post
Mark Dougherty,,GK,4,4,360,17,10,7,1.75,0/0,2,2,0,1,50.0,58.8,1996,post
David Kramer,,GK,3,0,72,3,2,0,0.0,0/0,2,0,0,1,66.7,66.7,1996,post
Mark Dodd,,GK,3,3,270,29,19,6,2.0,0/0,1,2,0,0,33.3,65.5,1996,post
Brad Friedel,,GK,3,3,270,22,14,7,2.33,0/0,1,2,0,0,33.3,63.6,1996,post
Tony Meola,,GK,3,3,270,25,19,5,1.67,1/1,1,2,0,0,33.3,76.0,1996,post
Dave Salzwedel,,GK,3,3,270,22,18,4,1.33,1/1,1,2,0,1,33.3,81.8,1996,post
Jeff Causey,,GK,1,0,1,0,0,0,0.0,0/0,0,1,0,0,0.0,0.0,1996,post
Scott Budnick,,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,1996,post
Mark Simpson,,GK,6,6,543,28,21,7,1.17,0/0,5,0,0,1,83.3,75.0,1996,post
Jorge Campos,,GK,6,6,544,35,25,6,1.0,0/0,2,2,0,1,33.3,71.4,1996,post
Garth Lagerwey,,GK,5,5,450,31,18,9,1.8,0/0,2,3,0,0,40.0,58.1,1996,post
Mark Dougherty,,GK,4,4,360,17,10,7,1.75,0/0,2,2,0,1,50.0,58.8,1996,post
David Kramer,,GK,3,0,72,3,2,0,0.0,0/0,2,0,0,1,66.7,66.7,1996,post
Mark Dodd,,GK,3,3,270,29,19,6,2.0,0/0,1,2,0,0,33.3,65.5,1996,post
Brad Friedel,,GK,3,3,270,22,14,7,2.33,0/0,1,2,0,0,33.3,63.6,1996,post
Tony Meola,,GK,3,3,270,25,19,5,1.67,1/1,1,2,0,0,33.3,76.0,1996,post
Dave Salzwedel,,GK,3,3,270,22,18,4,1.33,1/1,1,2,0,1,33.3,81.8,1996,post
Jeff Causey,,GK,1,0,1,0,0,0,0.0,0/0,0,1,0,0,0.0,0.0,1996,post
Scott Budnick,,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,1996,post
Scott Garlick,,GK,5,5,449,33,26,5,1.0,1/1,4,0,0,1,80.0,78.8,1997,post
Marcus Hahnemann,,GK,5,5,450,28,23,5,1.0,0/0,4,1,0,2,80.0,82.1,1997,post
Mark Dodd,,GK,4,4,360,13,8,3,0.75,0/0,2,2,0,2,50.0,61.5,1997,post
Brad Friedel,,GK,4,4,360,25,20,5,1.25,0/0,2,2,0,1,50.0,80.0,1997,post
Mike Ammann,,GK,2,2,180,15,9,6,3.0,0/0,0,2,0,0,0.0,60.0,1997,post
Kevin Hartman,,GK,2,2,180,8,4,3,1.5,0/0,0,2,0,1,0.0,50.0,1997,post
Walter Zenga,,GK,2,2,180,14,7,5,2.5,0/0,0,2,0,0,0.0,50.0,1997,post
Tom Presthus,,GK,1,0,1,0,0,0,0.0,0/0,1,0,0,0,100.0,0.0,1997,post
Scott Budnick,,GK,1,1,90,4,2,2,2.0,0/0,0,1,0,0,0.0,50.0,1997,post
Mark Dougherty,,GK,1,1,90,4,2,2,2.0,0/0,0,1,0,0,0.0,50.0,1997,post
Garth Lagerwey,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1997,post
Chris Snitko,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1997,post
Jeff Causey,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1997,post
Paul Grafer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1997,post
Jorge Campos,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1997,post
Tom Presthus,,GK,6,6,540,26,18,7,1.17,0/0,4,2,0,3,66.7,69.2,1998,post
Zach Thornton,,GK,5,5,450,22,20,2,0.4,0/0,5,0,0,3,100.0,90.9,1998,post
Juergen Sommer,,GK,5,5,450,29,17,11,2.2,1/1,3,2,0,0,60.0,58.6,1998,post
Kevin Hartman,,GK,4,4,360,21,15,5,1.25,0/0,2,2,0,0,50.0,71.4,1998,post
Mark Dodd,,GK,2,2,180,18,9,9,4.5,0/0,0,2,0,0,0.0,50.0,1998,post
Jeff Cassar,,GK,2,2,180,7,3,2,1.0,0/0,0,2,0,1,0.0,42.9,1998,post
Tony Meola,,GK,2,2,180,10,4,6,3.0,0/0,0,2,0,0,0.0,40.0,1998,post
Marcus Hahnemann,,GK,2,2,180,13,11,2,1.0,2/2,0,2,0,0,0.0,84.6,1998,post
Tim Howard,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Scott Garlick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Matt Jordan,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Mark Dougherty,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Dusty Hudock,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Garth Lagerwey,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Matt Napoleon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Mark Simpson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
David Winner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Matt Reis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Scott Budnick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Randy Dedini,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1998,post
Tom Presthus,,GK,6,6,540,25,17,6,1.0,0/0,5,1,0,4,83.3,68.0,1999,post
Kevin Hartman,,GK,6,6,540,32,25,6,1.0,1/1,4,2,0,2,66.7,78.1,1999,post
Mark Dougherty,,GK,5,5,450,27,17,7,1.4,0/0,3,2,0,2,60.0,63.0,1999,post
Matt Jordan,,GK,4,4,315,16,8,8,2.0,0/0,2,2,0,0,50.0,50.0,1999,post
Mark Dodd,,GK,3,2,225,15,9,6,3.0,1/1,1,1,0,0,33.3,60.0,1999,post
Zach Thornton,,GK,3,3,270,15,10,5,1.67,1/1,1,2,0,1,33.3,66.7,1999,post
Scott Garlick,,GK,2,2,180,11,7,4,2.0,0/0,0,2,0,0,0.0,63.6,1999,post
Ian Feuer,,GK,2,2,180,13,7,5,2.5,1/1,0,2,0,0,0.0,53.8,1999,post
Jeff Cassar,,GK,2,2,180,11,9,2,1.0,0/0,0,2,0,1,0.0,81.8,1999,post
Greg Sutton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1999,post
Andy Kirk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1999,post
Garth Lagerwey,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1999,post
Matt Napoleon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1999,post
Matt Nyman,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1999,post
Russell Payne,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1999,post
Mark Simpson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1999,post
David Winner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,1999,post
Zach Thornton,,GK,7,7,630,42,29,8,1.14,0/0,4,3,0,2,57.1,69.0,2000,post
Tony Meola,,GK,7,7,659,34,30,4,0.57,1/1,4,1,2,5,57.1,88.2,2000,post
Kevin Hartman,,GK,5,5,418,25,20,5,1.0,1/1,2,1,1,1,40.0,80.0,2000,post
Jeff Causey,,GK,3,3,270,15,6,9,3.0,0/1,1,2,0,0,33.3,40.0,2000,post
David Kramer,,GK,3,3,280,19,15,4,1.33,0/0,0,2,1,1,0.0,78.9,2000,post
Paul Grafer,,GK,3,3,280,14,8,5,1.67,1/2,2,1,0,0,66.7,57.1,2000,post
Scott Garlick,,GK,2,2,180,13,6,6,3.0,1/1,0,2,0,0,0.0,46.2,2000,post
Mike Ammann,,GK,2,2,180,13,7,3,1.5,0/0,1,1,0,1,50.0,53.8,2000,post
Matt Jordan,,GK,2,2,190,12,7,4,2.0,0/0,0,2,0,0,0.0,58.3,2000,post
Matt Reis,,GK,1,0,51,0,0,0,0.0,0/0,1,0,0,1,100.0,0.0,2000,post
Bo Oshoniyi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
Adin Brown,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
Tim Howard,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
Rich Cullen,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
Andy Kirk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
Johann Noetzel,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
Matt Nyman,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
Russell Payne,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
Chris Snitko,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
David Winner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2000,post
Kevin Hartman,,GK,7,7,676,32,19,11,1.57,0/0,3,2,2,1,42.9,59.4,2001,post
Nick Rimando,,GK,6,6,499,36,26,9,1.5,1/1,3,3,0,2,50.0,72.2,2001,post
Joe Cannon,,GK,6,6,550,22,18,3,0.5,1/1,5,1,0,3,83.3,81.8,2001,post
Zach Thornton,,GK,6,6,572,29,23,5,0.83,0/1,2,2,2,2,33.3,79.3,2001,post
Tony Meola,,GK,3,3,270,14,9,4,1.33,0/0,1,2,0,1,33.3,64.3,2001,post
Matt Jordan,,GK,3,3,280,20,14,5,1.67,0/0,0,2,1,0,0.0,70.0,2001,post
Tim Howard,,GK,3,3,288,25,16,6,2.0,0/0,1,1,1,0,33.3,64.0,2001,post
Tom Presthus,,GK,2,2,180,14,8,6,3.0,0/0,0,2,0,0,0.0,57.1,2001,post
Jeff Cassar,,GK,1,0,45,1,1,0,0.0,0/0,0,0,0,0,0.0,100.0,2001,post
Jon Busch,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post
Henry Ring,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post
Paul Grafer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post
Bo Oshoniyi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post
Matt Reis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post
Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post
Alex Deegan,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post
Mark Dougherty,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2001,post
Adin Brown,,GK,7,7,673,51,42,5,0.71,1/1,3,2,2,4,42.9,82.4,2002,post
Kevin Hartman,,GK,6,6,572,29,20,8,1.33,0/1,5,1,0,3,83.3,69.0,2002,post
David Kramer,,GK,5,5,461,33,21,10,2.0,0/0,1,3,1,1,20.0,63.6,2002,post
Jon Busch,,GK,5,5,470,27,21,5,1.0,0/0,2,1,2,1,40.0,77.8,2002,post
Zach Thornton,,GK,3,3,270,11,6,5,1.67,0/0,1,2,0,0,33.3,54.5,2002,post
Tony Meola,,GK,3,3,279,22,13,9,3.0,1/1,1,2,0,0,33.3,59.1,2002,post
Matt Jordan,,GK,3,3,281,18,13,5,1.67,1/1,1,1,1,0,33.3,72.2,2002,post
Joe Cannon,,GK,2,2,180,15,10,4,2.0,0/0,0,2,0,0,0.0,66.7,2002,post
Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post
Matt Napoleon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post
Scott Vallow,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post
Bo Oshoniyi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post
Matt Reis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post
Juergen Sommer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post
Tom Presthus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post
Henry Ring,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2002,post
Zach Thornton,,GK,4,4,371,15,11,4,1.0,0/0,3,1,0,3,75.0,73.3,2003,post
Pat Onstad,,GK,4,4,393,25,17,8,2.0,0/1,3,1,0,0,75.0,68.0,2003,post
Adin Brown,,GK,3,3,281,21,17,2,0.67,1/1,1,1,1,1,33.3,81.0,2003,post
Tony Meola,,GK,3,3,297,14,10,4,1.33,0/0,1,1,1,1,33.3,71.4,2003,post
Doug Warren,,GK,2,2,180,12,8,4,2.0,0/0,0,2,0,0,0.0,66.7,2003,post
Jonny Walker,,GK,2,2,180,9,6,3,1.5,0/0,0,1,1,0,0.0,66.7,2003,post
Joe Cannon,,GK,2,2,180,10,6,3,1.5,0/0,0,1,1,0,0.0,60.0,2003,post
Kevin Hartman,,GK,2,2,186,13,8,5,2.5,0/0,1,1,0,1,50.0,61.5,2003,post
Matt Reis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Scott Garlick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Bo Oshoniyi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Henry Ring,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Paul Grafer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Clint Baumstark,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Dan Popik,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Kyle Singer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Curtis Spiteri,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Scott Vallow,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2003,post
Bo Oshoniyi,,GK,4,4,360,18,14,5,1.25,0/0,2,2,0,2,50.0,77.8,2004,post
Nick Rimando,,GK,4,4,390,29,22,5,1.25,2/2,3,0,1,2,75.0,75.9,2004,post
Kevin Hartman,,GK,3,3,270,13,10,3,1.0,0/0,1,2,0,1,33.3,76.9,2004,post
Matt Reis,,GK,3,3,300,17,12,4,1.33,0/2,1,0,2,1,33.3,70.6,2004,post
Joe Cannon,,GK,2,2,180,10,8,2,1.0,0/0,1,1,0,1,50.0,80.0,2004,post
Jon Busch,,GK,2,2,180,8,6,2,1.0,0/0,0,1,1,0,0.0,75.0,2004,post
Pat Onstad,,GK,2,2,180,8,5,3,1.5,0/0,1,1,0,1,50.0,62.5,2004,post
Jonny Walker,,GK,2,2,180,12,8,4,2.0,0/0,0,2,0,0,0.0,66.7,2004,post
William Hesmer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Troy Perkins,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Zach Wells,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Steve Cronin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Dan Popik,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Scott Vallow,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Tony Meola,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Matt Jordan,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2004,post
Kevin Hartman,,GK,4,4,390,18,16,2,0.5,0/0,3,0,1,2,75.0,88.9,2005,post
Matt Reis,,GK,4,4,390,27,22,3,0.75,0/0,2,2,0,1,50.0,81.5,2005,post
Zach Thornton,,GK,3,3,270,5,4,1,0.33,0/0,1,1,1,2,33.3,80.0,2005,post
Joe Cannon,,GK,3,3,300,20,16,4,1.33,0/1,0,1,2,1,0.0,80.0,2005,post
Pat Onstad,,GK,2,2,180,8,4,4,2.0,0/0,0,1,1,0,0.0,50.0,2005,post
Tony Meola,,GK,2,2,180,15,11,3,1.5,0/0,1,1,0,1,50.0,73.3,2005,post
Nick Rimando,,GK,2,2,180,11,5,4,2.0,0/0,0,1,1,1,0.0,45.5,2005,post
Scott Garlick,,GK,2,2,210,8,6,2,1.0,0/0,0,0,2,1,0.0,75.0,2005,post
Jeff Cassar,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
David Mahoney,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Matt Pickens,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Troy Perkins,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Bouna Coundoul,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Dario Sala,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Zach Wells,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Steve Cronin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Andrew Weber,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Clint Baumstark,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Byron Foss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Robby Fulton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Chris Gomez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
T.J. Tomasso,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Michael Ueltschey,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2005,post
Pat Onstad,,GK,4,4,390,14,9,4,1.0,1/1,2,1,1,1,50.0,64.3,2006,post
Matt Reis,,GK,4,4,420,20,17,3,0.75,0/0,2,1,1,1,50.0,85.0,2006,post
Troy Perkins,,GK,3,3,270,8,6,2,0.67,0/0,1,1,1,1,33.3,75.0,2006,post
Joe Cannon,,GK,3,3,300,13,6,7,2.33,0/0,1,2,0,0,33.3,46.2,2006,post
Jon Conway,,GK,2,2,180,7,5,2,1.0,0/0,0,1,1,0,0.0,71.4,2006,post
Brad Guzan,,GK,2,2,180,14,11,3,1.5,1/2,1,1,0,0,50.0,78.6,2006,post
Matt Pickens,,GK,2,2,210,18,16,2,1.0,0/0,1,1,0,1,50.0,88.9,2006,post
Dario Sala,,GK,2,2,210,16,12,4,2.0,0/0,1,1,0,0,50.0,75.0,2006,post
Zach Wells,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Shaka Hislop,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Bouna Coundoul,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Ray Burse,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Preston Burpo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Michael Behonick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Peter Dzubay,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Martin Hutton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Ryan McIntosh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
T.J. Tomasso,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
David Mahoney,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Jeff Cassar,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Tony Meola,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Nick Rimando,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Zach Thornton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Matt Jordan,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2006,post
Matt Reis,,GK,4,4,360,27,24,2,0.5,0/0,2,1,1,3,50.0,88.9,2007,post
Pat Onstad,,GK,4,4,390,14,11,3,0.75,0/0,3,1,0,1,75.0,78.6,2007,post
Matt Pickens,,GK,3,3,270,14,10,3,1.0,0/0,1,1,1,1,33.3,71.4,2007,post
Kevin Hartman,,GK,3,3,270,17,14,2,0.67,0/0,1,1,1,2,33.3,82.4,2007,post
Dario Sala,,GK,2,2,115,8,8,0,0.0,0/0,1,0,0,1,50.0,100.0,2007,post
Brad Guzan,,GK,2,2,180,6,5,1,0.5,0/0,0,1,1,1,0.0,83.3,2007,post
Jon Conway,,GK,2,2,180,9,8,1,0.5,0/0,0,1,1,1,0.0,88.9,2007,post
Troy Perkins,,GK,2,2,180,9,5,3,1.5,0/0,0,1,1,0,0.0,55.6,2007,post
Ray Burse,,GK,1,0,95,9,5,4,4.0,0/0,0,1,0,0,0.0,55.6,2007,post
Nick Noble,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Preston Burpo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Justin Myers,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Zach Wells,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Jordan James,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Jay Nolly,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Shawn Crowe,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Chris Konopka,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Danny Cepero,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Ronald Waterreus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
